name;id;riasec
Průvodce technický;7608;Podnikatelský (E)
Specialista marketingu;7609;Podnikatelský (E)
Filmový a televizní producent;7650;
Vedoucí tvůrčí skupiny;7651;Umělecko-jazykový (A)
Producent;7652;Umělecko-jazykový (A)
Vedoucí produkce;7653;Umělecko-jazykový (A)
Dramaturg;7660;Umělecko-jazykový (A)
Lektor dramaturgie;7661;Umělecko-jazykový (A)
Sbormistr;7662;Umělecko-jazykový (A)
Editor vysílacího dne;7663;Umělecko-jazykový (A),Administrativně-správní (C)
Scénárista;7664;Umělecko-jazykový (A)
Dialogista;7665;Umělecko-jazykový (A)
Korektor;7666;Umělecko-jazykový (A)
Vedoucí nástrojové a hlasové skupiny;7667;Umělecko-jazykový (A)
Pracovník tuzemské umělecké agentáže;7668;Umělecko-jazykový (A),Podnikatelský (E)
Pracovník zahraniční umělecké agentáže;7669;Umělecko-jazykový (A),Podnikatelský (E)
Stavební technik zkušebnictví;7672;Prakticko-technický (R)
Stavební inženýr realizace investic a engineeringu;7673;Prakticko-technický (R),Administrativně-správní (C)
Rozhlasový hlasatel;7674;Umělecko-jazykový (A)
Televizní hlasatel;7675;Umělecko-jazykový (A)
Geolog průzkumu specialista;7677;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Učitel všeobecně vzdělávacích předmětů střední školy;7711;
Zdravotnický asistent;7716;Intelektuálně-výzkumný (I)
Ošetřovatel;7718;Sociální (S)
Odborný sociální pracovník v sociálních službách;7719;Sociální (S)
Sociální pracovník v sociálních službách specialista;7720;Sociální (S)
Obchodník;7727;
Samostatný obchodník;7728;
Tiskový mluvčí;7741;Sociální (S),Administrativně-správní (C)
Obchodní referent;7778;Podnikatelský (E)
Obchodní zástupce;7779;Podnikatelský (E)
Zásobovač zbožíznalec;7780;Podnikatelský (E)
Odbytář;7781;Podnikatelský (E)
Obchodník s realitami;7783;Podnikatelský (E)
Vedoucí expedice;7785;Podnikatelský (E)
Investiční makléř;7786;Podnikatelský (E)
Samostatný obchodní referent;7864;Podnikatelský (E)
Samostatný obchodní cestující (dealer);7865;Podnikatelský (E)
Samostatný zásobovač zbožíznalec;7866;Podnikatelský (E)
Samostatný odbytář;7867;Podnikatelský (E)
Samostatný obchodník s realitami;7868;Podnikatelský (E)
Papírenský inženýr manažer provozu;8018;Podnikatelský (E)
Policejní inspektor I;8507;
Policejní komisař I;8508;
Strážník obecní policie;8512;Administrativně-správní (C)
Samostatný strážník obecní policie;8513;Administrativně-správní (C)
Strážník obecní policie specialista;8514;Administrativně-správní (C)
Pracovník vztahů k veřejnosti;8518;Sociální (S),Administrativně-správní (C)
Odborný pracovník vztahů k veřejnosti;8519;Sociální (S),Administrativně-správní (C)
Meteorolog specialista;8520;Intelektuálně-výzkumný (I)
Rozpočtář;8521;Administrativně-správní (C)
Samostatný meteorolog;8549;Intelektuálně-výzkumný (I)
Samostatný kryptograf;8600;Intelektuálně-výzkumný (I)
Kryptograf;8601;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Expedient;8602;Prakticko-technický (R)
Daňový referent;8691;Administrativně-správní (C)
Finanční referent;8692;Administrativně-správní (C)
Samostatný finanční referent;8693;Administrativně-správní (C)
Rozpočtář specialista;8694;Administrativně-správní (C)
Administrativní pracovník specialista;8695;
Asistent ústavních činitelů;8696;Administrativně-správní (C)
Samostatný asistent, Samostatný tajemník;8697;Administrativně-správní (C)
Celní pracovník;8700;Administrativně-správní (C)
Lékař;15000;Sociální (S)
Zubní lékař;15010;Sociální (S)
Farmaceut;15020;Prakticko-technický (R)
Radiologický fyzik;15040;Prakticko-technický (R)
Porodní asistentka;15060;Sociální (S)
Fyzioterapeut;15070;Intelektuálně-výzkumný (I)
Farmaceutický asistent;15080;Prakticko-technický (R)
Radiologický asistent;15090;Intelektuálně-výzkumný (I)
Ergoterapeut;15100;Intelektuálně-výzkumný (I)
Optometrista;15110;Prakticko-technický (R)
Asistent ochrany veřejného zdraví;15120;Administrativně-správní (C)
Zdravotní laborant;15140;Prakticko-technický (R)
Dentální hygienista;15160;Intelektuálně-výzkumný (I)
Zdravotnický záchranář;15170;Sociální (S)
Zubní technik;15180;Prakticko-technický (R)
Dezinfektor;15260;Prakticko-technický (R)
Laboratorní pracovník;15280;Prakticko-technický (R)
Autoptický laborant;15290;Intelektuálně-výzkumný (I)
Sanitář;15330;Sociální (S)
Pedagog volného času;15355;Sociální (S)
Učitel praktického vyučování SŠ dřevařské;15385;Sociální (S)
Vysokoškolský učitel;15405;Sociální (S)
Speciální pedagog;15415;Sociální (S)
Pečovatel;15425;Sociální (S)
Odborný pečovatel – osobní asistent;15435;Sociální (S)
Meteorolog;15515;Intelektuálně-výzkumný (I)
Samostatný knihovník;15565;Intelektuálně-výzkumný (I),Administrativně-správní (C)
Archivář;15585;Administrativně-správní (C)
Samostatný archivář;15595;Intelektuálně-výzkumný (I),Administrativně-správní (C)
Archivář specialista;15605;Intelektuálně-výzkumný (I)
Pracovník spisovny;20000;Administrativně-správní (C)
Pokladník;20016;Administrativně-správní (C)
Pyrotechnik;20273;Prakticko-technický (R)
Kontrolor;25000;Administrativně-správní (C)
Samostatný kontrolor;25001;Administrativně-správní (C)
Kontrolor specialista;25002;Administrativně-správní (C)
Samostatný metrolog;25006;Prakticko-technický (R)
Revizní technik;25007;Prakticko-technický (R)
Balistik;25008;Prakticko-technický (R)
Samostatný balistik;25009;Prakticko-technický (R)
Psycholog;25010;
Hydrolog;25012;Intelektuálně-výzkumný (I)
Samostatný hydrolog;25013;Intelektuálně-výzkumný (I)
Hydrolog specialista;25014;Intelektuálně-výzkumný (I)
Technický redaktor;25015;Administrativně-správní (C)
Redaktor novinář;25016;Sociální (S),Administrativně-správní (C)
Šéfredaktor;25018;Sociální (S),Podnikatelský (E)
Tlumočník, překladatel;25019;
Psycholog v sociální péči;25501;Sociální (S)
Podnikový psycholog;25502;Sociální (S)
Samostatný pracovník spisovny;25504;Administrativně-správní (C)
Manipulant spisovny;25505;Administrativně-správní (C)
Samostatný pyrotechnik;25506;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Pyrotechnik specialista;25507;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Tlumočník;25508;Umělecko-jazykový (A),Sociální (S)
Překladatel;25509;Umělecko-jazykový (A),Administrativně-správní (C)
Pedagog volného času;30000;Sociální (S)
Samostatný pedagog volného času;30001;Sociální (S)
Asistent pedagoga;30004;Sociální (S)
Učitel všeobecně vzdělávacích předmětů vyšší odborné školy;30007;Sociální (S)
Učitel náboženství;30008;Sociální (S)
Učitel jazykové školy s právem státní jazykové zkoušky;30009;Sociální (S)
Učitel prvního stupně základní školy;30011;
Učitel prvního stupně základní školy;30012;Sociální (S)
Učitel prvního stupně ZŠ pro děti se speciálními vzdělávacími potřebami;30013;Sociální (S)
Učitel druhého stupně základní školy;30014;
Učitel druhého stupně základní školy;30015;Sociální (S)
Učitel druhého stupně ZŠ pro děti se speciálními vzdělávacími potřebami;30016;Sociální (S)
Učitel všeobecně vzdělávacích předmětů střední školy;30017;Sociální (S)
Učitel odborných předmětů střední školy;30018;Sociální (S)
Učitel SŠ pro děti se spec. vzdělávacími potřebami;30019;Sociální (S)
Výchovný poradce (pedagogický);30020;
Výchovný poradce pro ZŠ;30021;Sociální (S)
Výchovný poradce pro SŠ;30022;Sociální (S)
Učitel odborného výcviku v zařízeních sociálních služeb;30023;Sociální (S)
Učitel odborného výcviku SŠ dřevařské;30024;Sociální (S)
Pracovník hasičského záchranného sboru;30025;
Spojař hasičského záchranného sboru;30026;Prakticko-technický (R)
Hasič hasičského záchranného sboru;30027;Prakticko-technický (R)
Strojník hasičského záchranného sboru;30028;Prakticko-technický (R)
Samostatný pracovník hasičského záchranného sboru;30029;
Hasič specialista hasičského záchranného sboru;30030;Intelektuálně-výzkumný (I)
Inspektor hasičského záchranného sboru;30031;Prakticko-technický (R)
Operátor hasičského záchranného sboru;30032;Prakticko-technický (R)
Velitel čety hasičského záchranného sboru;30033;Prakticko-technický (R)
Technik hasičského záchranného sboru;30034;Prakticko-technický (R)
Komisař hasičského záchranného sboru;30035;Prakticko-technický (R)
Specialista hasičského záchranného sboru;30036;
Operační důstojník hasičského záchranného sboru;30037;Prakticko-technický (R)
Ředitel územního odboru hasičského záchranného sboru;30038;Prakticko-technický (R),Podnikatelský (E)
Metodik hasičského záchranného sboru;30039;Intelektuálně-výzkumný (I)
Rada hasičského záchranného sboru;30040;Podnikatelský (E)
Dispečer provozu v elektronických komunikacích;30044;Prakticko-technický (R)
Technik přenosových zařízení;30045;Prakticko-technický (R)
Technik spojovacích zařízení v elektronických komunikacích;30046;Prakticko-technický (R)
Technik přenosových zařízení a telekomunikačních služeb v elektronických komunikacích;30047;Prakticko-technický (R)
Technik sítí v elektronických komunikacích;30048;Prakticko-technický (R)
Technik radiokomunikačních zařízení v elektronických komunikacích;30049;Prakticko-technický (R)
Technik radiokomunikací;30050;Prakticko-technický (R)
Technik kontrolor elektronických komunikací;30051;Prakticko-technický (R)
Samostatný technik přenosových zařízení v elektronických komunikacích;30052;Prakticko-technický (R)
Samostatný technik spojovacích zařízení;30053;Prakticko-technický (R)
Samostatný technik dispečer provozu v elektronických komunikacích;30054;Prakticko-technický (R)
Samostatný technik telekomunikací;30055;Prakticko-technický (R)
Samostatný technik radiokomunikačních zařízení;30056;Prakticko-technický (R)
Samostatný technik radiokomunikací;30057;Prakticko-technický (R)
Technický manažer provozu radiokomunikací v elektronických komunikacích;30058;Podnikatelský (E)
Inspektor telekomunikací v elektronických komunikacích;30059;Prakticko-technický (R)
Pracovník celní asistenční činnosti;30062;Administrativně-správní (C)
Pracovník celního dohledu;30063;Administrativně-správní (C)
Pracovník celního pátrání;30064;Administrativně-správní (C)
Strážník hlídkové služby;30069;Administrativně-správní (C)
Strážník specialista;30070;Administrativně-správní (C)
Velitel hlídky dopravní služby;30071;Administrativně-správní (C)
Strážník velitel směny;30072;Administrativně-správní (C)
Velitel obecní policie;30073;Administrativně-správní (C)
Velitel služební kynologie;30074;Administrativně-správní (C)
Vedoucí přestupkové sekce;30075;Administrativně-správní (C)
Metodik výcviku;30076;Administrativně-správní (C)
Inspektor pořádkové policie I;30077;Administrativně-správní (C)
Inspektor dopravní policie I;30078;Administrativně-správní (C)
Inspektor kriminální policie I;30079;Administrativně-správní (C)
Inspektor cizinecké a pohraniční policie I;30080;Administrativně-správní (C)
Policejní inspektor II;30081;
Inspektor pořádkové policie II;30082;Administrativně-správní (C)
Inspektor dopravní policie II;30083;Administrativně-správní (C)
Inspektor kriminální policie II;30084;Intelektuálně-výzkumný (I)
Inspektor cizinecké a pohraniční policie II;30085;Administrativně-správní (C)
Komisař I analytik;30087;Intelektuálně-výzkumný (I)
Komisař I kriminální policie;30088;Intelektuálně-výzkumný (I)
Komisař I uniformovaná policie;30089;Administrativně-správní (C)
Policejní komisař II;30090;
Komisař II uniformovaná policie;30092;Administrativně-správní (C)
Komisař II kriminální policie;30093;Intelektuálně-výzkumný (I)
Komisař II analytik;30094;Intelektuálně-výzkumný (I)
Policejní rada;30095;
Policejní rada ředitel služby policie;30096;Administrativně-správní (C)
Policejní rada služby kriminální policie a vyšetřování;30097;Administrativně-správní (C)
Policejní rada policejní prezident;30098;Administrativně-správní (C)
Policejní rada policejního prezidia;30099;Administrativně-správní (C)
Strážný vězeňské služby;30100;Administrativně-správní (C)
Strážný vězeňské stráže;30101;Administrativně-správní (C)
Strážný justiční stráže;30102;Administrativně-správní (C)
Dozorce vězeňské stráže;30103;Administrativně-správní (C)
Specialista životního prostředí státní správy;30120;Intelektuálně-výzkumný (I)
Kaplan;30121;Sociální (S)
Právník advokátní kanceláře;30125;Administrativně-správní (C)
Exekutor;30129;Administrativně-správní (C)
Soudní exekutor;30130;Administrativně-správní (C)
Odborný pracovník ochrany veřejného zdraví;30141;Administrativně-správní (C)
Všeobecná sestra magistra;30142;Administrativně-správní (C)
Zubní instrumentářka;30143;Prakticko-technický (R)
Nutriční asistent;30149;Intelektuálně-výzkumný (I)
Nutriční terapeut;30150;Intelektuálně-výzkumný (I)
Ortotik-protetik;30151;Prakticko-technický (R)
Ortoticko-protetický technik;30152;Prakticko-technický (R)
Referent administrativy služeb zaměstnanosti;30154;Administrativně-správní (C)
Referent trhu práce;30155;Administrativně-správní (C)
Odborný poradce pro zprostředkování služeb zaměstnanosti;30159;Administrativně-správní (C)
Odborný pracovník evidence a podpory;30161;Administrativně-správní (C)
Specialista služeb zaměstnanosti - expert;30166;Administrativně-správní (C)
Vedoucí útvaru služeb zaměstnanosti;30167;Administrativně-správní (C)
Specialista Evropského sociálního fondu;30168;Administrativně-správní (C)
Lektor;30172;Sociální (S)
Odborný lektor;30173;Sociální (S)
Lektor specialista;30174;Intelektuálně-výzkumný (I),Sociální (S)
Odborný pracovník vzdělávacího zařízení;30175;Administrativně-správní (C)
Fakturant;30176;Administrativně-správní (C)
Plánovač;30177;Administrativně-správní (C)
Pracovník pohledávek;30178;Administrativně-správní (C)
Celní deklarant;30179;Administrativně-správní (C)
Samostatný plánovač;30180;Administrativně-správní (C)
Samostatný pracovník pohledávek;30181;Administrativně-správní (C)
Samostatný celní deklarant;30182;Administrativně-správní (C)
Plánovač expert;30183;Intelektuálně-výzkumný (I)
Kontaktní pracovník v sociálních službách specialista;30184;Sociální (S)
Resocializační pracovník specialista;30185;Sociální (S)
Sociální pracovník specialista;30186;Sociální (S)
